IsoDatetime,planned_outages_mw,forced_outages_mw,total_outages_mw,planned_outages_uncertainty_mw,forced_outages_uncertainty_mw,total_outages_uncertainty_mw
2019-07-08T04:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T05:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T06:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T07:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T08:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T09:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T10:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T11:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T12:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T13:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T14:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T15:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T16:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T17:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T18:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T19:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T20:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T21:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T22:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-08T23:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T00:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T01:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T02:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T03:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T04:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T05:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T06:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T07:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T08:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T09:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T10:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T11:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T12:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T13:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T14:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T15:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T16:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T17:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T18:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T19:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T20:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T21:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T22:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-09T23:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T00:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T01:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T02:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T03:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T04:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T05:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T06:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T07:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T08:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T09:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T10:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T11:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T12:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T13:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T14:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T15:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T16:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T17:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T18:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T19:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T20:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T21:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T22:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-10T23:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T00:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T01:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T02:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T03:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T04:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T05:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T06:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T07:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T08:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T09:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T10:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T11:00:00,609.0,392.0,1001.0,0.0,0.0,0.0
2019-07-11T12:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T13:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T14:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T15:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T16:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T17:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T18:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T19:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T20:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T21:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T22:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-11T23:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T00:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T01:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T02:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T03:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T04:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T05:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T06:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T07:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T08:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T09:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T10:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T11:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T12:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T13:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T14:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T15:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T16:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T17:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T18:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T19:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T20:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T21:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T22:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-12T23:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T00:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T01:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T02:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T03:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T04:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T05:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T06:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T07:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T08:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T09:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T10:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T11:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T12:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T13:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T14:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T15:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T16:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T17:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T18:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T19:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T20:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T21:00:00,609.0,764.0,1373.0,0.0,0.0,0.0
2019-07-13T22:00:00,359.0,1014.0,1373.0,0.0,0.0,0.0
2019-07-13T23:00:00,359.0,1014.0,1373.0,0.0,0.0,0.0
2019-07-14T00:00:00,359.0,1014.0,1373.0,0.0,0.0,0.0
2019-07-14T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T09:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T10:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T11:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T12:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T13:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T14:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T22:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-14T23:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T00:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T09:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T10:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T11:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T12:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T13:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T14:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T22:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-15T23:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T00:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T09:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T10:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T11:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T12:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T13:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T14:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-16T22:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-16T23:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T00:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T01:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T02:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T03:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T04:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T05:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T06:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T07:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T08:00:00,736.0,805.6666666666666,1541.6666666666667,0.0,0.0,0.0
2019-07-17T09:00:00,736.0,1014.0,1750.0,0.0,0.0,0.0
2019-07-17T10:00:00,736.0,1014.0,1750.0,0.0,0.0,0.0
2019-07-17T11:00:00,736.0,1014.0,1750.0,0.0,0.0,0.0
2019-07-17T12:00:00,736.0,1014.0,1750.0,0.0,0.0,0.0
2019-07-17T13:00:00,736.0,784.8333333333334,1520.8333333333333,0.0,0.0,0.0
2019-07-17T14:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T15:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T16:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T17:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T18:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T19:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T20:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T21:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T22:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-17T23:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T00:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T01:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T02:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T03:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T04:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T05:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T06:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T07:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T08:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T09:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T10:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T11:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T12:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T13:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T14:00:00,736.0,764.0,1500.0,0.0,0.0,0.0
2019-07-18T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T22:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-18T23:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T00:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T09:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T10:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T11:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T12:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T13:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T14:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T22:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-19T23:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T00:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T09:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T10:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T11:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T12:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T13:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T14:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T22:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-20T23:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T00:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T09:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T10:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T11:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T12:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T13:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T14:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T22:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-21T23:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T00:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T09:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T10:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T11:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T12:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T13:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T14:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T15:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T16:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T17:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T18:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T19:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T20:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T21:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T22:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-22T23:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T00:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T01:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T02:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T03:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T04:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T05:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T06:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T07:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
2019-07-23T08:00:00,359.0,764.0,1123.0,0.0,0.0,0.0
